InventoryId,ItemId,Warehouse,QuantityAvailable,ReorderPoint,LastUpdated
INV9412,ITEM3162,East Coast Warehouse,130,238,2025-07-28T23:10:55.520351
INV9413,ITEM3022,East Coast Warehouse,871,118,2025-07-28T23:13:28.599952
INV9414,ITEM3095,East Coast Warehouse,916,176,2025-07-28T23:09:32.582341
INV9415,ITEM3011,East Coast Warehouse,636,173,2025-07-28T23:09:55.270864
INV9416,ITEM3110,Europe Warehouse,248,177,2025-07-28T23:12:35.152272
INV9417,ITEM3078,East Coast Warehouse,627,185,2025-07-28T23:13:58.694288
INV9418,ITEM3101,West Coast Warehouse,805,295,2025-07-28T23:10:31.842640
INV9419,ITEM3041,East Coast Warehouse,952,267,2025-07-28T23:09:44.595943
INV9420,ITEM3045,Europe Warehouse,294,220,2025-07-28T23:09:09.713994
INV9421,ITEM3108,Asia Warehouse,819,216,2025-07-28T23:12:38.402007
INV9422,ITEM3158,Europe Warehouse,750,260,2025-07-28T23:10:47.425171
INV9423,ITEM3189,West Coast Warehouse,563,109,2025-07-28T23:09:59.948758
INV9424,ITEM3163,West Coast Warehouse,87,264,2025-07-28T23:08:27.319760
INV9425,ITEM3042,West Coast Warehouse,23,198,2025-07-28T23:10:39.733722
INV9426,ITEM3179,West Coast Warehouse,774,188,2025-07-28T23:13:28.729809
INV9427,ITEM3140,Asia Warehouse,934,243,2025-07-28T23:13:18.606113
INV9428,ITEM3014,East Coast Warehouse,689,158,2025-07-28T23:14:07.496172
INV9429,ITEM3041,Asia Warehouse,571,249,2025-07-28T23:08:57.008719
INV9430,ITEM3089,East Coast Warehouse,683,137,2025-07-28T23:11:57.539967
INV9431,ITEM3120,East Coast Warehouse,227,269,2025-07-28T23:09:26.916332
INV9432,ITEM3041,Asia Warehouse,256,161,2025-07-28T23:10:38.085249
INV9433,ITEM3119,Asia Warehouse,610,247,2025-07-28T23:13:30.103845
INV9434,ITEM3038,East Coast Warehouse,326,184,2025-07-28T23:10:57.809354
INV9435,ITEM3179,Europe Warehouse,980,188,2025-07-28T23:10:54.832252
INV9436,ITEM3170,Asia Warehouse,803,195,2025-07-28T23:13:54.854691
INV9437,ITEM3074,Europe Warehouse,714,296,2025-07-28T23:10:58.866176
INV9438,ITEM3123,East Coast Warehouse,557,294,2025-07-28T23:10:13.608479
INV9439,ITEM3112,Europe Warehouse,191,247,2025-07-28T23:12:11.534433
INV9440,ITEM3167,East Coast Warehouse,854,207,2025-07-28T23:08:59.921284
INV9441,ITEM3005,Asia Warehouse,580,263,2025-07-28T23:11:22.777237
INV9442,ITEM3004,East Coast Warehouse,706,176,2025-07-28T23:09:40.562562
INV9443,ITEM3008,Europe Warehouse,915,139,2025-07-28T23:12:28.532350
INV9444,ITEM3149,Asia Warehouse,15,196,2025-07-28T23:11:36.619174
INV9445,ITEM3060,East Coast Warehouse,745,112,2025-07-28T23:13:53.281802
INV9446,ITEM3054,Asia Warehouse,339,207,2025-07-28T23:12:34.550448
INV9447,ITEM3143,Asia Warehouse,246,159,2025-07-28T23:12:54.285281
INV9448,ITEM3080,Asia Warehouse,774,169,2025-07-28T23:10:22.829366
INV9449,ITEM3162,Europe Warehouse,454,111,2025-07-28T23:10:58.815335
INV9450,ITEM3121,East Coast Warehouse,408,181,2025-07-28T23:13:22.477926
INV9451,ITEM3092,West Coast Warehouse,454,206,2025-07-28T23:12:57.148190
INV9452,ITEM3038,East Coast Warehouse,948,157,2025-07-28T23:10:26.933990
INV9453,ITEM3049,Asia Warehouse,679,243,2025-07-28T23:10:02.483634
INV9454,ITEM3037,East Coast Warehouse,306,250,2025-07-28T23:10:33.418642
INV9455,ITEM3131,East Coast Warehouse,143,191,2025-07-28T23:11:01.283682
INV9456,ITEM3001,West Coast Warehouse,650,105,2025-07-28T23:11:27.418334
INV9457,ITEM3057,Europe Warehouse,199,222,2025-07-28T23:10:54.835132
INV9458,ITEM3062,Asia Warehouse,630,257,2025-07-28T23:13:37.683383
INV9459,ITEM3032,West Coast Warehouse,655,256,2025-07-28T23:13:56.063823
INV9460,ITEM3179,Asia Warehouse,302,168,2025-07-28T23:13:25.239931
INV9461,ITEM3025,Europe Warehouse,470,298,2025-07-28T23:10:40.362425
INV9462,ITEM3175,Asia Warehouse,880,146,2025-07-28T23:09:23.787509
INV9463,ITEM3072,Europe Warehouse,821,102,2025-07-28T23:10:13.565935
INV9464,ITEM3165,Europe Warehouse,691,147,2025-07-28T23:13:32.372875
INV9465,ITEM3069,West Coast Warehouse,761,136,2025-07-28T23:12:09.474526
INV9466,ITEM3077,Europe Warehouse,178,154,2025-07-28T23:13:49.363911
INV9467,ITEM3148,Europe Warehouse,524,101,2025-07-28T23:10:47.442175
INV9468,ITEM3050,East Coast Warehouse,280,120,2025-07-28T23:13:51.551741
INV9469,ITEM3007,Asia Warehouse,726,132,2025-07-28T23:08:20.580743
INV9470,ITEM3032,Europe Warehouse,113,284,2025-07-28T23:09:26.323181
INV9471,ITEM3097,Europe Warehouse,350,163,2025-07-28T23:11:36.261446
INV9472,ITEM3196,Asia Warehouse,614,127,2025-07-28T23:09:14.042684
INV9473,ITEM3151,Europe Warehouse,547,186,2025-07-28T23:14:06.107720
INV9474,ITEM3049,Europe Warehouse,469,172,2025-07-28T23:12:17.026860
INV9475,ITEM3076,East Coast Warehouse,393,144,2025-07-28T23:12:48.926411
INV9476,ITEM3137,Asia Warehouse,576,196,2025-07-28T23:12:02.845731
INV9477,ITEM3114,East Coast Warehouse,166,171,2025-07-28T23:11:39.024891
INV9478,ITEM3138,West Coast Warehouse,377,215,2025-07-28T23:13:00.301249
INV9479,ITEM3025,East Coast Warehouse,244,295,2025-07-28T23:09:06.245973
INV9480,ITEM3006,West Coast Warehouse,226,268,2025-07-28T23:10:05.936649
INV9481,ITEM3045,West Coast Warehouse,635,186,2025-07-28T23:09:40.451453
INV9482,ITEM3165,Europe Warehouse,367,146,2025-07-28T23:12:37.847646
INV9483,ITEM3103,West Coast Warehouse,868,121,2025-07-28T23:12:46.543297
INV9484,ITEM3000,Europe Warehouse,655,237,2025-07-28T23:11:07.206596
INV9485,ITEM3131,West Coast Warehouse,537,199,2025-07-28T23:11:51.728896
INV9486,ITEM3067,West Coast Warehouse,47,171,2025-07-28T23:12:46.821345
INV9487,ITEM3130,East Coast Warehouse,933,135,2025-07-28T23:11:23.011720
INV9488,ITEM3137,Asia Warehouse,401,147,2025-07-28T23:11:58.110823
INV9489,ITEM3100,East Coast Warehouse,453,140,2025-07-28T23:08:24.708587
INV9490,ITEM3131,East Coast Warehouse,497,175,2025-07-28T23:08:46.943261
INV9491,ITEM3103,West Coast Warehouse,614,135,2025-07-28T23:08:35.529255
INV9492,ITEM3165,West Coast Warehouse,27,177,2025-07-28T23:08:19.727785
INV9493,ITEM3189,East Coast Warehouse,417,218,2025-07-28T23:13:43.261844
INV9494,ITEM3148,West Coast Warehouse,926,130,2025-07-28T23:13:25.006947
INV9495,ITEM3010,Europe Warehouse,700,161,2025-07-28T23:10:11.343109
INV9496,ITEM3126,West Coast Warehouse,921,203,2025-07-28T23:08:44.380910
INV9497,ITEM3080,Asia Warehouse,618,153,2025-07-28T23:13:47.362553
INV9498,ITEM3080,Asia Warehouse,879,101,2025-07-28T23:10:20.410687
INV9499,ITEM3052,Asia Warehouse,226,132,2025-07-28T23:12:39.690350
INV9500,ITEM3145,Europe Warehouse,769,108,2025-07-28T23:13:56.864370
INV9501,ITEM3197,West Coast Warehouse,124,159,2025-07-28T23:10:02.722264
INV9502,ITEM3129,West Coast Warehouse,512,111,2025-07-28T23:08:35.768310
INV9503,ITEM3075,Europe Warehouse,544,299,2025-07-28T23:11:56.363407
INV9504,ITEM3037,Europe Warehouse,7,147,2025-07-28T23:10:05.580012
INV9505,ITEM3091,West Coast Warehouse,46,207,2025-07-28T23:13:37.625453
INV9506,ITEM3040,East Coast Warehouse,687,249,2025-07-28T23:10:52.782129
INV9507,ITEM3075,East Coast Warehouse,108,247,2025-07-28T23:10:13.903478
INV9508,ITEM3042,West Coast Warehouse,658,162,2025-07-28T23:09:15.078479
INV9509,ITEM3024,West Coast Warehouse,382,258,2025-07-28T23:10:01.166572
INV9510,ITEM3012,West Coast Warehouse,501,254,2025-07-28T23:13:00.840935
INV9511,ITEM3001,Asia Warehouse,86,254,2025-07-28T23:09:09.532466
INV9512,ITEM3157,East Coast Warehouse,2,114,2025-07-28T23:13:29.002079
INV9513,ITEM3146,East Coast Warehouse,188,281,2025-07-28T23:09:10.772428
INV9514,ITEM3008,Europe Warehouse,440,125,2025-07-28T23:08:54.638568
INV9515,ITEM3191,Asia Warehouse,149,147,2025-07-28T23:13:39.683336
INV9516,ITEM3107,Europe Warehouse,385,283,2025-07-28T23:10:39.484761
INV9517,ITEM3116,Europe Warehouse,716,226,2025-07-28T23:11:34.199066
INV9518,ITEM3129,East Coast Warehouse,526,289,2025-07-28T23:11:58.325696
INV9519,ITEM3143,Europe Warehouse,362,253,2025-07-28T23:12:23.950541
INV9520,ITEM3172,Europe Warehouse,2,286,2025-07-28T23:09:53.244460
INV9521,ITEM3157,Asia Warehouse,593,259,2025-07-28T23:13:17.278095
INV9522,ITEM3141,West Coast Warehouse,232,100,2025-07-28T23:09:41.780327
INV9523,ITEM3066,Europe Warehouse,812,299,2025-07-28T23:08:52.809758
INV9524,ITEM3184,Europe Warehouse,744,155,2025-07-28T23:13:52.344655
INV9525,ITEM3028,West Coast Warehouse,760,159,2025-07-28T23:13:39.306537
INV9526,ITEM3138,East Coast Warehouse,985,198,2025-07-28T23:08:46.944816
INV9527,ITEM3001,Asia Warehouse,476,300,2025-07-28T23:08:26.176205
INV9528,ITEM3139,East Coast Warehouse,291,184,2025-07-28T23:13:28.883448
INV9529,ITEM3094,Asia Warehouse,296,212,2025-07-28T23:11:02.212712
INV9530,ITEM3044,Europe Warehouse,857,162,2025-07-28T23:11:03.676816
INV9531,ITEM3111,Asia Warehouse,13,300,2025-07-28T23:12:48.169714
INV9532,ITEM3013,East Coast Warehouse,629,175,2025-07-28T23:11:43.023134
INV9533,ITEM3088,Europe Warehouse,200,273,2025-07-28T23:14:07.598299
INV9534,ITEM3188,East Coast Warehouse,942,120,2025-07-28T23:10:22.458323
INV9535,ITEM3192,Asia Warehouse,997,227,2025-07-28T23:10:50.737146
INV9536,ITEM3112,Asia Warehouse,992,207,2025-07-28T23:11:37.887690
INV9537,ITEM3068,Asia Warehouse,348,114,2025-07-28T23:10:53.040030
INV9538,ITEM3056,Europe Warehouse,181,268,2025-07-28T23:08:19.148401
INV9539,ITEM3033,Asia Warehouse,663,294,2025-07-28T23:11:09.036132
INV9540,ITEM3148,Asia Warehouse,68,132,2025-07-28T23:12:13.834221
INV9541,ITEM3020,East Coast Warehouse,802,247,2025-07-28T23:10:15.778375
INV9542,ITEM3026,West Coast Warehouse,567,122,2025-07-28T23:10:14.319594
INV9543,ITEM3030,Europe Warehouse,488,240,2025-07-28T23:08:42.603785
INV9544,ITEM3095,East Coast Warehouse,416,269,2025-07-28T23:10:25.188538
INV9545,ITEM3006,East Coast Warehouse,816,284,2025-07-28T23:09:15.804769
INV9546,ITEM3002,East Coast Warehouse,159,133,2025-07-28T23:11:56.651196
INV9547,ITEM3076,West Coast Warehouse,70,272,2025-07-28T23:12:15.854337
INV9548,ITEM3080,East Coast Warehouse,400,222,2025-07-28T23:13:42.035043
INV9549,ITEM3197,Asia Warehouse,24,198,2025-07-28T23:08:51.949854
INV9550,ITEM3179,Asia Warehouse,647,209,2025-07-28T23:13:48.610397
INV9551,ITEM3198,West Coast Warehouse,343,162,2025-07-28T23:13:57.749184
INV9552,ITEM3136,West Coast Warehouse,154,150,2025-07-28T23:09:22.967458
INV9553,ITEM3081,Asia Warehouse,126,238,2025-07-28T23:12:00.320195
INV9554,ITEM3179,Europe Warehouse,599,139,2025-07-28T23:09:57.245807
INV9555,ITEM3009,East Coast Warehouse,889,135,2025-07-28T23:12:57.401472
INV9556,ITEM3113,Asia Warehouse,838,262,2025-07-28T23:12:55.167812
INV9557,ITEM3140,Europe Warehouse,662,231,2025-07-28T23:10:19.696266
INV9558,ITEM3050,Europe Warehouse,424,156,2025-07-28T23:14:06.085530
INV9559,ITEM3147,Asia Warehouse,85,121,2025-07-28T23:11:10.109963
INV9560,ITEM3143,Europe Warehouse,866,138,2025-07-28T23:11:55.870390
INV9561,ITEM3115,Europe Warehouse,197,105,2025-07-28T23:11:44.516185
INV9562,ITEM3011,East Coast Warehouse,29,291,2025-07-28T23:14:09.012650
INV9563,ITEM3199,West Coast Warehouse,464,186,2025-07-28T23:10:23.477752
INV9564,ITEM3096,West Coast Warehouse,583,292,2025-07-28T23:09:42.977679
INV9565,ITEM3101,West Coast Warehouse,894,162,2025-07-28T23:11:16.832207
INV9566,ITEM3003,East Coast Warehouse,212,136,2025-07-28T23:14:05.533102
INV9567,ITEM3078,Europe Warehouse,447,188,2025-07-28T23:13:37.540754
INV9568,ITEM3110,Asia Warehouse,389,256,2025-07-28T23:08:20.439964
INV9569,ITEM3199,West Coast Warehouse,129,222,2025-07-28T23:10:06.684318
INV9570,ITEM3124,Europe Warehouse,105,225,2025-07-28T23:09:12.077491
INV9571,ITEM3090,West Coast Warehouse,820,274,2025-07-28T23:12:05.785842
INV9572,ITEM3042,Asia Warehouse,422,187,2025-07-28T23:12:24.185359
INV9573,ITEM3134,East Coast Warehouse,903,187,2025-07-28T23:09:46.720820
INV9574,ITEM3027,West Coast Warehouse,941,234,2025-07-28T23:14:10.615415
INV9575,ITEM3010,West Coast Warehouse,42,124,2025-07-28T23:10:13.506418
INV9576,ITEM3178,East Coast Warehouse,797,170,2025-07-28T23:09:50.221158
INV9577,ITEM3103,East Coast Warehouse,834,199,2025-07-28T23:14:10.234811
INV9578,ITEM3126,Europe Warehouse,167,279,2025-07-28T23:12:08.409620
INV9579,ITEM3059,Asia Warehouse,402,174,2025-07-28T23:12:09.387788
INV9580,ITEM3123,West Coast Warehouse,441,213,2025-07-28T23:10:11.850791
INV9581,ITEM3161,West Coast Warehouse,892,194,2025-07-28T23:08:23.294571
INV9582,ITEM3044,East Coast Warehouse,824,136,2025-07-28T23:13:25.934409
INV9583,ITEM3120,Asia Warehouse,187,171,2025-07-28T23:13:45.556256
INV9584,ITEM3156,Europe Warehouse,965,188,2025-07-28T23:08:15.844037
INV9585,ITEM3094,West Coast Warehouse,985,163,2025-07-28T23:11:38.514937
INV9586,ITEM3063,Asia Warehouse,972,193,2025-07-28T23:10:00.975769
INV9587,ITEM3095,Asia Warehouse,321,292,2025-07-28T23:09:23.871263
INV9588,ITEM3150,Asia Warehouse,628,220,2025-07-28T23:11:01.243549
INV9589,ITEM3078,Asia Warehouse,266,235,2025-07-28T23:10:31.822969
INV9590,ITEM3083,Asia Warehouse,523,175,2025-07-28T23:12:22.303782
INV9591,ITEM3067,Asia Warehouse,163,142,2025-07-28T23:09:49.302128
INV9592,ITEM3045,Europe Warehouse,833,247,2025-07-28T23:10:27.051105
INV9593,ITEM3062,Europe Warehouse,725,194,2025-07-28T23:10:24.045804
INV9594,ITEM3030,East Coast Warehouse,22,178,2025-07-28T23:11:16.530318
INV9595,ITEM3090,Asia Warehouse,640,135,2025-07-28T23:14:09.715103
INV9596,ITEM3037,Europe Warehouse,5,205,2025-07-28T23:10:44.825120
INV9597,ITEM3196,West Coast Warehouse,993,245,2025-07-28T23:12:26.620987
INV9598,ITEM3098,Asia Warehouse,334,198,2025-07-28T23:08:59.642448
INV9599,ITEM3143,Europe Warehouse,879,128,2025-07-28T23:10:16.646074
INV9600,ITEM3016,West Coast Warehouse,838,272,2025-07-28T23:09:46.171657
INV9601,ITEM3150,East Coast Warehouse,887,207,2025-07-28T23:09:21.445236
INV9602,ITEM3125,West Coast Warehouse,768,214,2025-07-28T23:09:53.390809
INV9603,ITEM3081,Asia Warehouse,728,226,2025-07-28T23:08:41.990205
INV9604,ITEM3101,West Coast Warehouse,611,159,2025-07-28T23:10:53.954720
INV9605,ITEM3073,Europe Warehouse,719,105,2025-07-28T23:12:13.850852
INV9606,ITEM3021,Asia Warehouse,598,299,2025-07-28T23:13:01.971062
INV9607,ITEM3133,West Coast Warehouse,263,275,2025-07-28T23:13:40.803010
INV9608,ITEM3028,Europe Warehouse,887,135,2025-07-28T23:13:22.132489
INV9609,ITEM3195,East Coast Warehouse,134,247,2025-07-28T23:13:34.494892
INV9610,ITEM3095,East Coast Warehouse,308,211,2025-07-28T23:08:20.282685
INV9611,ITEM3199,Europe Warehouse,922,101,2025-07-28T23:08:58.269299
INV9612,ITEM3017,West Coast Warehouse,150,150,2025-07-28T23:12:46.342808
INV9613,ITEM3104,Europe Warehouse,914,226,2025-07-28T23:09:39.465970
INV9614,ITEM3185,Asia Warehouse,563,276,2025-07-28T23:09:15.758598
INV9615,ITEM3018,East Coast Warehouse,293,188,2025-07-28T23:08:35.385301
INV9616,ITEM3032,Asia Warehouse,740,245,2025-07-28T23:11:37.887171
INV9617,ITEM3047,Asia Warehouse,878,135,2025-07-28T23:09:37.300319
INV9618,ITEM3091,Europe Warehouse,119,233,2025-07-28T23:08:43.459347
INV9619,ITEM3051,Europe Warehouse,714,267,2025-07-28T23:08:39.148156
INV9620,ITEM3168,East Coast Warehouse,469,106,2025-07-28T23:12:32.318561
INV9621,ITEM3151,West Coast Warehouse,235,266,2025-07-28T23:12:37.141269
INV9622,ITEM3014,West Coast Warehouse,95,174,2025-07-28T23:10:14.808531
INV9623,ITEM3140,Asia Warehouse,568,274,2025-07-28T23:13:39.208113
INV9624,ITEM3135,West Coast Warehouse,792,162,2025-07-28T23:08:37.337799
INV9625,ITEM3054,West Coast Warehouse,455,265,2025-07-28T23:11:41.791769
INV9626,ITEM3175,West Coast Warehouse,710,114,2025-07-28T23:13:59.631961
INV9627,ITEM3113,Europe Warehouse,324,116,2025-07-28T23:14:00.879512
INV9628,ITEM3092,Asia Warehouse,499,202,2025-07-28T23:11:59.161050
INV9629,ITEM3145,Asia Warehouse,12,201,2025-07-28T23:10:11.124230
INV9630,ITEM3133,West Coast Warehouse,416,261,2025-07-28T23:12:11.377705
INV9631,ITEM3093,West Coast Warehouse,687,135,2025-07-28T23:11:52.523466
INV9632,ITEM3073,Asia Warehouse,205,101,2025-07-28T23:08:32.219910
INV9633,ITEM3024,East Coast Warehouse,68,135,2025-07-28T23:09:01.937379
INV9634,ITEM3160,West Coast Warehouse,27,112,2025-07-28T23:13:42.480782
INV9635,ITEM3015,Europe Warehouse,515,168,2025-07-28T23:13:45.562295
INV9636,ITEM3108,West Coast Warehouse,397,164,2025-07-28T23:09:18.806931
INV9637,ITEM3012,West Coast Warehouse,209,292,2025-07-28T23:12:30.571585
INV9638,ITEM3013,West Coast Warehouse,433,215,2025-07-28T23:08:44.970934
INV9639,ITEM3122,Asia Warehouse,23,230,2025-07-28T23:10:47.868972
INV9640,ITEM3083,West Coast Warehouse,961,276,2025-07-28T23:12:18.816359
INV9641,ITEM3009,Asia Warehouse,510,285,2025-07-28T23:09:27.678855
INV9642,ITEM3049,East Coast Warehouse,714,152,2025-07-28T23:12:30.112504
INV9643,ITEM3182,Asia Warehouse,8,185,2025-07-28T23:10:31.284342
INV9644,ITEM3150,Europe Warehouse,621,173,2025-07-28T23:11:57.162627
INV9645,ITEM3135,Asia Warehouse,897,253,2025-07-28T23:09:21.349891
INV9646,ITEM3085,West Coast Warehouse,24,243,2025-07-28T23:13:06.318334
INV9647,ITEM3161,Europe Warehouse,939,207,2025-07-28T23:12:26.965545
INV9648,ITEM3091,Europe Warehouse,581,283,2025-07-28T23:11:10.308137
INV9649,ITEM3129,East Coast Warehouse,116,148,2025-07-28T23:12:26.258633
INV9650,ITEM3046,West Coast Warehouse,267,259,2025-07-28T23:11:00.915764
INV9651,ITEM3090,Europe Warehouse,781,123,2025-07-28T23:12:35.363307
INV9652,ITEM3010,West Coast Warehouse,383,112,2025-07-28T23:11:45.052338
INV9653,ITEM3039,East Coast Warehouse,79,127,2025-07-28T23:13:21.923614
INV9654,ITEM3160,Europe Warehouse,298,200,2025-07-28T23:10:51.305878
INV9655,ITEM3107,East Coast Warehouse,486,188,2025-07-28T23:11:14.730381
INV9656,ITEM3052,East Coast Warehouse,553,112,2025-07-28T23:08:40.640988
INV9657,ITEM3083,West Coast Warehouse,974,234,2025-07-28T23:14:02.708528
INV9658,ITEM3181,East Coast Warehouse,292,165,2025-07-28T23:09:46.774174
INV9659,ITEM3155,East Coast Warehouse,62,172,2025-07-28T23:13:28.143594
INV9660,ITEM3165,East Coast Warehouse,278,161,2025-07-28T23:11:39.156269
INV9661,ITEM3125,East Coast Warehouse,356,203,2025-07-28T23:09:20.164412
INV9662,ITEM3161,Asia Warehouse,915,230,2025-07-28T23:08:56.643711
INV9663,ITEM3082,Europe Warehouse,77,275,2025-07-28T23:12:46.199948
INV9664,ITEM3129,West Coast Warehouse,853,184,2025-07-28T23:09:19.751466
INV9665,ITEM3178,West Coast Warehouse,534,262,2025-07-28T23:13:17.501870
INV9666,ITEM3022,East Coast Warehouse,281,231,2025-07-28T23:12:44.263047
INV9667,ITEM3186,West Coast Warehouse,488,179,2025-07-28T23:09:33.977597
INV9668,ITEM3197,Asia Warehouse,327,190,2025-07-28T23:10:34.080470
INV9669,ITEM3110,East Coast Warehouse,201,110,2025-07-28T23:13:12.974545
INV9670,ITEM3082,East Coast Warehouse,105,203,2025-07-28T23:09:58.819019
INV9671,ITEM3185,Europe Warehouse,390,172,2025-07-28T23:10:40.421515
INV9672,ITEM3054,Asia Warehouse,112,224,2025-07-28T23:12:02.614192
INV9673,ITEM3164,Asia Warehouse,562,167,2025-07-28T23:09:30.572962
INV9674,ITEM3023,East Coast Warehouse,93,255,2025-07-28T23:09:42.341928
INV9675,ITEM3069,East Coast Warehouse,158,218,2025-07-28T23:10:16.113256
INV9676,ITEM3058,East Coast Warehouse,414,255,2025-07-28T23:09:38.677450
INV9677,ITEM3167,West Coast Warehouse,495,279,2025-07-28T23:08:14.513905
INV9678,ITEM3103,East Coast Warehouse,446,123,2025-07-28T23:13:32.600187
INV9679,ITEM3048,East Coast Warehouse,374,232,2025-07-28T23:12:18.071169
INV9680,ITEM3090,Asia Warehouse,434,232,2025-07-28T23:09:53.321689
INV9681,ITEM3041,Asia Warehouse,115,121,2025-07-28T23:09:10.055100
INV9682,ITEM3004,Asia Warehouse,846,198,2025-07-28T23:08:34.183046
INV9683,ITEM3031,Asia Warehouse,364,248,2025-07-28T23:11:09.812297
INV9684,ITEM3082,West Coast Warehouse,679,150,2025-07-28T23:13:36.969647
INV9685,ITEM3150,West Coast Warehouse,423,116,2025-07-28T23:08:33.745432
INV9686,ITEM3036,Asia Warehouse,890,110,2025-07-28T23:12:44.034045
INV9687,ITEM3034,Europe Warehouse,885,107,2025-07-28T23:10:46.834121
INV9688,ITEM3164,Europe Warehouse,992,237,2025-07-28T23:12:14.652609
INV9689,ITEM3076,West Coast Warehouse,383,148,2025-07-28T23:13:35.510286
INV9690,ITEM3028,Europe Warehouse,365,264,2025-07-28T23:10:52.535523
INV9691,ITEM3051,East Coast Warehouse,602,189,2025-07-28T23:14:03.780359
INV9692,ITEM3156,Asia Warehouse,335,212,2025-07-28T23:12:14.820404
INV9693,ITEM3047,West Coast Warehouse,558,194,2025-07-28T23:10:06.623297
INV9694,ITEM3109,West Coast Warehouse,373,161,2025-07-28T23:12:49.698999
INV9695,ITEM3183,West Coast Warehouse,592,267,2025-07-28T23:13:41.211600
INV9696,ITEM3196,West Coast Warehouse,289,140,2025-07-28T23:12:23.307352
INV9697,ITEM3104,Asia Warehouse,409,268,2025-07-28T23:11:49.982469
INV9698,ITEM3075,West Coast Warehouse,96,219,2025-07-28T23:13:57.346596
INV9699,ITEM3190,Asia Warehouse,343,243,2025-07-28T23:11:36.912406
INV9700,ITEM3115,East Coast Warehouse,68,274,2025-07-28T23:12:33.773613
INV9701,ITEM3043,Europe Warehouse,552,168,2025-07-28T23:10:06.863033
INV9702,ITEM3090,Asia Warehouse,438,240,2025-07-28T23:10:20.920510
INV9703,ITEM3165,Asia Warehouse,619,153,2025-07-28T23:13:03.947533
INV9704,ITEM3087,East Coast Warehouse,834,298,2025-07-28T23:10:25.359621
INV9705,ITEM3093,West Coast Warehouse,6,138,2025-07-28T23:10:00.088983
INV9706,ITEM3016,Europe Warehouse,209,140,2025-07-28T23:11:08.071485
INV9707,ITEM3099,Asia Warehouse,183,222,2025-07-28T23:11:28.530084
INV9708,ITEM3149,Asia Warehouse,440,251,2025-07-28T23:12:40.188968
INV9709,ITEM3159,West Coast Warehouse,261,181,2025-07-28T23:09:34.120187
INV9710,ITEM3082,East Coast Warehouse,653,194,2025-07-28T23:09:13.399058
INV9711,ITEM3109,East Coast Warehouse,168,181,2025-07-28T23:12:20.711262
INV9712,ITEM3059,West Coast Warehouse,895,232,2025-07-28T23:10:39.503663
INV9713,ITEM3170,Europe Warehouse,966,176,2025-07-28T23:13:28.790875
INV9714,ITEM3122,Asia Warehouse,109,161,2025-07-28T23:10:08.772399
INV9715,ITEM3013,East Coast Warehouse,823,239,2025-07-28T23:12:58.650595
INV9716,ITEM3021,Asia Warehouse,837,148,2025-07-28T23:13:52.276730
INV9717,ITEM3045,East Coast Warehouse,548,244,2025-07-28T23:10:37.167006
INV9718,ITEM3191,Asia Warehouse,128,284,2025-07-28T23:13:24.725639
INV9719,ITEM3068,East Coast Warehouse,654,216,2025-07-28T23:10:59.181327
INV9720,ITEM3190,West Coast Warehouse,568,283,2025-07-28T23:09:06.966545
INV9721,ITEM3146,West Coast Warehouse,972,223,2025-07-28T23:12:37.629310
INV9722,ITEM3095,Asia Warehouse,480,216,2025-07-28T23:10:30.803100
INV9723,ITEM3121,East Coast Warehouse,123,294,2025-07-28T23:13:53.868278
INV9724,ITEM3078,Europe Warehouse,143,181,2025-07-28T23:13:26.410233
INV9725,ITEM3095,West Coast Warehouse,709,287,2025-07-28T23:12:55.775510
INV9726,ITEM3152,Asia Warehouse,668,229,2025-07-28T23:10:29.324646
INV9727,ITEM3019,Asia Warehouse,203,100,2025-07-28T23:13:25.290182
INV9728,ITEM3004,East Coast Warehouse,8,213,2025-07-28T23:09:05.778214
INV9729,ITEM3023,East Coast Warehouse,149,118,2025-07-28T23:10:23.655618
INV9730,ITEM3072,East Coast Warehouse,847,136,2025-07-28T23:10:48.377256
INV9731,ITEM3125,Europe Warehouse,144,149,2025-07-28T23:13:06.265727
INV9732,ITEM3073,Europe Warehouse,691,174,2025-07-28T23:13:37.930431
INV9733,ITEM3020,Asia Warehouse,221,273,2025-07-28T23:09:06.373914
INV9734,ITEM3000,East Coast Warehouse,357,289,2025-07-28T23:13:52.575456
INV9735,ITEM3109,Asia Warehouse,869,277,2025-07-28T23:09:30.117763
INV9736,ITEM3155,Asia Warehouse,480,124,2025-07-28T23:08:17.900172
INV9737,ITEM3129,Asia Warehouse,957,130,2025-07-28T23:11:02.023760
INV9738,ITEM3078,Asia Warehouse,110,196,2025-07-28T23:09:49.520430
INV9739,ITEM3142,Europe Warehouse,726,256,2025-07-28T23:09:23.192334
INV9740,ITEM3118,Asia Warehouse,358,297,2025-07-28T23:11:11.036077
INV9741,ITEM3192,Asia Warehouse,412,297,2025-07-28T23:09:08.993882
INV9742,ITEM3073,Asia Warehouse,416,175,2025-07-28T23:13:10.720139
INV9743,ITEM3056,East Coast Warehouse,621,256,2025-07-28T23:13:19.373277
INV9744,ITEM3080,Asia Warehouse,536,160,2025-07-28T23:09:51.961054
INV9745,ITEM3089,West Coast Warehouse,294,299,2025-07-28T23:09:20.380581
INV9746,ITEM3092,Europe Warehouse,16,104,2025-07-28T23:11:50.457000
INV9747,ITEM3040,Europe Warehouse,155,141,2025-07-28T23:11:11.689281
