Id,AccountId,StageName,CloseDate,TotalAmount,Probability
OPP4396,ACC1404,Closed Lost,2025-05-02,0.0,39
OPP4397,ACC1341,Prospecting,2024-06-11,0.0,76
OPP4398,ACC1350,Negotiation,2024-01-26,0.0,37
OPP4399,ACC1234,Negotiation,2024-12-31,0.0,69
OPP4400,ACC1498,Proposal,2024-11-11,0.0,64
OPP4401,ACC1018,Closed Won,2025-03-24,127093.82,100
OPP4402,ACC1449,Proposal,2024-01-05,0.0,84
OPP4403,ACC1411,Qualification,2023-09-23,0.0,85
OPP4404,ACC1430,Closed Lost,2024-10-27,0.0,83
OPP4405,ACC1248,Closed Won,2024-08-08,211797.07,100
OPP4406,ACC1150,Prospecting,2025-03-03,0.0,70
OPP4407,ACC1043,Closed Won,2024-10-18,254587.08,100
OPP4408,ACC1294,Proposal,2024-12-16,0.0,60
OPP4409,ACC1388,Negotiation,2024-02-11,0.0,22
OPP4410,ACC1195,Negotiation,2024-11-13,0.0,40
OPP4411,ACC1111,Prospecting,2024-08-19,0.0,11
OPP4412,ACC1240,Closed Won,2024-02-09,206275.95,100
OPP4413,ACC1210,Qualification,2023-12-12,0.0,55
OPP4414,ACC1144,Proposal,2023-09-16,0.0,21
OPP4415,ACC1159,Prospecting,2023-11-04,0.0,49
OPP4416,ACC1353,Qualification,2023-10-16,0.0,68
OPP4417,ACC1171,Closed Won,2024-06-24,374906.91,100
OPP4418,ACC1488,Prospecting,2024-06-22,0.0,68
OPP4419,ACC1371,Negotiation,2024-12-21,0.0,27
OPP4420,ACC1329,Closed Won,2024-07-21,205653.38,100
OPP4421,ACC1373,Closed Won,2024-03-18,188358.13,100
OPP4422,ACC1280,Negotiation,2023-11-16,0.0,10
OPP4423,ACC1150,Closed Won,2025-07-05,39995.8,100
OPP4424,ACC1478,Closed Won,2023-08-13,169788.54,100
OPP4425,ACC1287,Prospecting,2025-07-07,0.0,64
OPP4426,ACC1193,Closed Won,2024-02-19,350537.22,100
OPP4427,ACC1192,Closed Won,2023-10-27,289738.54,100
OPP4428,ACC1075,Qualification,2024-06-12,0.0,20
OPP4429,ACC1323,Closed Won,2023-08-02,171168.86,100
OPP4430,ACC1170,Closed Lost,2023-10-01,0.0,75
OPP4431,ACC1443,Closed Lost,2023-08-07,0.0,56
OPP4432,ACC1171,Closed Won,2024-01-02,59928.44,100
OPP4433,ACC1399,Proposal,2024-05-30,0.0,89
OPP4434,ACC1050,Prospecting,2025-02-21,0.0,56
OPP4435,ACC1189,Qualification,2024-07-26,0.0,81
OPP4436,ACC1454,Closed Won,2024-04-24,282575.31,100
OPP4437,ACC1083,Closed Won,2024-12-18,73510.87,100
OPP4438,ACC1477,Proposal,2023-08-20,0.0,79
OPP4439,ACC1435,Qualification,2023-09-24,0.0,71
OPP4440,ACC1254,Closed Won,2025-01-26,377377.18,100
OPP4441,ACC1487,Closed Won,2023-11-11,352907.59,100
OPP4442,ACC1496,Closed Won,2024-02-07,381638.52,100
OPP4443,ACC1111,Proposal,2024-05-09,0.0,44
OPP4444,ACC1012,Negotiation,2024-08-28,0.0,64
OPP4445,ACC1332,Proposal,2023-12-07,0.0,18
OPP4446,ACC1071,Proposal,2025-05-12,0.0,67
OPP4447,ACC1054,Negotiation,2024-01-26,0.0,77
OPP4448,ACC1081,Closed Won,2024-05-01,237731.11,100
OPP4449,ACC1479,Negotiation,2023-08-06,0.0,78
OPP4450,ACC1451,Closed Won,2025-07-09,228729.3,100
OPP4451,ACC1266,Proposal,2024-12-31,0.0,18
OPP4452,ACC1265,Qualification,2024-05-04,0.0,68
OPP4453,ACC1399,Prospecting,2025-07-09,0.0,60
OPP4454,ACC1272,Closed Won,2024-01-24,147744.48,100
OPP4455,ACC1393,Closed Lost,2025-07-24,0.0,23
OPP4456,ACC1070,Qualification,2023-12-20,0.0,24
OPP4457,ACC1345,Closed Won,2025-01-15,250682.72,100
OPP4458,ACC1365,Closed Won,2023-10-04,262740.38,100
OPP4459,ACC1346,Closed Won,2024-11-25,150118.87,100
OPP4460,ACC1047,Closed Lost,2023-12-27,0.0,79
OPP4461,ACC1237,Closed Lost,2024-05-07,0.0,70
OPP4462,ACC1328,Proposal,2025-06-29,0.0,66
OPP4463,ACC1151,Closed Won,2025-06-11,15633.74,100
OPP4464,ACC1044,Qualification,2023-11-20,0.0,12
OPP4465,ACC1437,Closed Won,2025-01-10,120002.39,100
OPP4466,ACC1025,Closed Lost,2025-01-22,0.0,52
OPP4467,ACC1408,Proposal,2024-09-01,0.0,53
OPP4468,ACC1055,Closed Won,2023-10-25,394478.06,100
OPP4469,ACC1412,Negotiation,2024-07-13,0.0,77
OPP4470,ACC1011,Closed Won,2024-03-02,225401.87,100
OPP4471,ACC1345,Proposal,2024-04-16,0.0,26
OPP4472,ACC1437,Closed Won,2023-09-04,156715.03,100
OPP4473,ACC1391,Closed Won,2024-11-26,117257.06,100
OPP4474,ACC1494,Proposal,2025-07-08,0.0,46
OPP4475,ACC1496,Closed Won,2024-01-16,28422.87,100
OPP4476,ACC1296,Proposal,2024-06-09,0.0,68
OPP4477,ACC1107,Closed Lost,2023-08-08,0.0,89
OPP4478,ACC1497,Closed Lost,2025-02-27,0.0,78
OPP4479,ACC1434,Proposal,2024-09-27,0.0,32
OPP4480,ACC1274,Closed Won,2024-05-12,347965.34,100
OPP4481,ACC1430,Closed Won,2024-01-21,80974.98,100
OPP4482,ACC1343,Qualification,2025-07-05,0.0,15
OPP4483,ACC1182,Closed Lost,2024-09-24,0.0,83
OPP4484,ACC1229,Qualification,2024-12-13,0.0,43
OPP4485,ACC1005,Proposal,2024-12-12,0.0,36
OPP4486,ACC1185,Negotiation,2023-11-18,0.0,14
OPP4487,ACC1276,Closed Won,2025-02-10,489121.17,100
OPP4488,ACC1455,Qualification,2024-01-25,0.0,67
OPP4489,ACC1447,Negotiation,2024-07-27,0.0,30
OPP4490,ACC1126,Negotiation,2024-12-10,0.0,25
OPP4491,ACC1157,Closed Lost,2024-03-31,0.0,61
OPP4492,ACC1442,Closed Lost,2025-07-05,0.0,28
OPP4493,ACC1473,Closed Lost,2025-02-02,0.0,50
OPP4494,ACC1447,Qualification,2023-09-09,0.0,79
OPP4495,ACC1182,Closed Lost,2024-04-12,0.0,52
OPP4496,ACC1470,Closed Won,2023-11-17,151300.65,100
OPP4497,ACC1291,Closed Won,2024-08-23,484954.75,100
OPP4498,ACC1018,Closed Won,2023-10-14,497062.54,100
OPP4499,ACC1377,Closed Won,2024-07-18,400790.21,100
OPP4500,ACC1221,Closed Won,2024-03-15,461534.59,100
OPP4501,ACC1410,Proposal,2024-09-08,0.0,24
OPP4502,ACC1172,Closed Won,2024-11-10,450586.36,100
OPP4503,ACC1158,Qualification,2024-04-06,0.0,80
OPP4504,ACC1155,Qualification,2025-05-09,0.0,13
OPP4505,ACC1321,Proposal,2025-01-13,0.0,38
OPP4506,ACC1378,Proposal,2023-08-12,0.0,21
OPP4507,ACC1283,Proposal,2024-04-29,0.0,87
OPP4508,ACC1434,Closed Won,2025-01-07,293798.56,100
OPP4509,ACC1344,Qualification,2024-01-27,0.0,45
OPP4510,ACC1478,Qualification,2023-08-25,0.0,20
OPP4511,ACC1145,Negotiation,2024-12-25,0.0,67
OPP4512,ACC1192,Closed Won,2024-09-08,479023.73,100
OPP4513,ACC1109,Closed Lost,2024-08-27,0.0,60
OPP4514,ACC1290,Qualification,2024-07-20,0.0,50
OPP4515,ACC1215,Closed Won,2024-09-14,258220.14,100
OPP4516,ACC1035,Prospecting,2024-08-28,0.0,56
OPP4517,ACC1245,Proposal,2024-03-20,0.0,64
OPP4518,ACC1332,Proposal,2024-07-04,0.0,57
OPP4519,ACC1362,Prospecting,2025-04-22,0.0,54
OPP4520,ACC1228,Proposal,2024-10-07,0.0,67
OPP4521,ACC1287,Closed Won,2025-04-17,48361.32,100
OPP4522,ACC1007,Closed Won,2023-11-22,224889.08,100
OPP4523,ACC1115,Closed Lost,2024-08-19,0.0,66
OPP4524,ACC1479,Proposal,2024-06-20,0.0,64
OPP4525,ACC1306,Closed Won,2025-03-17,210025.92,100
OPP4526,ACC1206,Closed Won,2024-08-26,300978.17,100
OPP4527,ACC1105,Qualification,2024-06-23,0.0,48
OPP4528,ACC1125,Negotiation,2025-02-14,0.0,77
OPP4529,ACC1379,Closed Lost,2024-07-31,0.0,18
OPP4530,ACC1013,Closed Lost,2025-01-14,0.0,85
OPP4531,ACC1457,Closed Won,2025-05-03,48781.9,100
OPP4532,ACC1285,Proposal,2024-10-23,0.0,44
OPP4533,ACC1491,Proposal,2024-04-19,0.0,81
OPP4534,ACC1230,Negotiation,2024-10-23,0.0,82
OPP4535,ACC1397,Closed Won,2024-03-18,72778.88,100
OPP4536,ACC1376,Qualification,2023-09-12,0.0,58
OPP4537,ACC1257,Proposal,2025-07-03,0.0,72
OPP4538,ACC1343,Prospecting,2025-03-17,0.0,48
OPP4539,ACC1404,Closed Won,2023-12-13,155437.62,100
OPP4540,ACC1202,Negotiation,2024-12-08,0.0,69
OPP4541,ACC1266,Qualification,2025-02-06,0.0,10
OPP4542,ACC1052,Qualification,2023-11-17,0.0,48
OPP4543,ACC1454,Closed Lost,2024-02-19,0.0,70
OPP4544,ACC1460,Qualification,2024-05-22,0.0,46
OPP4545,ACC1220,Proposal,2024-03-19,0.0,72
OPP4546,ACC1290,Closed Lost,2023-10-06,0.0,41
OPP4547,ACC1302,Prospecting,2024-11-20,0.0,45
OPP4548,ACC1464,Negotiation,2023-08-29,0.0,18
OPP4549,ACC1127,Negotiation,2025-06-12,0.0,56
OPP4550,ACC1264,Negotiation,2023-12-05,0.0,82
OPP4551,ACC1318,Proposal,2023-08-19,0.0,43
OPP4552,ACC1012,Closed Won,2023-10-14,240640.15,100
OPP4553,ACC1413,Closed Won,2023-12-15,64193.92,100
OPP4554,ACC1105,Negotiation,2023-08-20,0.0,83
OPP4555,ACC1435,Prospecting,2024-11-08,0.0,43
OPP4556,ACC1483,Qualification,2024-05-07,0.0,17
OPP4557,ACC1317,Qualification,2024-07-20,0.0,69
OPP4558,ACC1358,Closed Won,2024-10-26,72071.21,100
OPP4559,ACC1124,Qualification,2024-10-01,0.0,44
OPP4560,ACC1419,Proposal,2023-09-01,0.0,55
OPP4561,ACC1281,Prospecting,2024-01-05,0.0,47
OPP4562,ACC1074,Negotiation,2025-01-02,0.0,19
OPP4563,ACC1416,Negotiation,2023-08-06,0.0,90
OPP4564,ACC1156,Qualification,2025-05-31,0.0,22
OPP4565,ACC1334,Negotiation,2024-11-18,0.0,31
OPP4566,ACC1198,Negotiation,2025-06-05,0.0,50
OPP4567,ACC1214,Closed Won,2025-03-27,344058.74,100
OPP4568,ACC1238,Proposal,2024-07-04,0.0,56
OPP4569,ACC1235,Prospecting,2024-11-06,0.0,84
OPP4570,ACC1182,Proposal,2024-04-16,0.0,28
OPP4571,ACC1056,Prospecting,2025-01-21,0.0,76
OPP4572,ACC1235,Proposal,2025-05-08,0.0,72
OPP4573,ACC1159,Proposal,2025-03-19,0.0,30
OPP4574,ACC1348,Qualification,2025-02-27,0.0,29
OPP4575,ACC1166,Negotiation,2023-09-08,0.0,34
OPP4576,ACC1142,Closed Won,2024-10-20,281534.33,100
OPP4577,ACC1328,Closed Won,2024-08-17,476485.13,100
OPP4578,ACC1447,Closed Won,2025-01-14,357710.83,100
OPP4579,ACC1326,Closed Won,2025-03-28,402277.24,100
OPP4580,ACC1049,Proposal,2023-09-22,0.0,19
OPP4581,ACC1101,Qualification,2024-01-01,0.0,26
OPP4582,ACC1006,Closed Lost,2024-08-10,0.0,71
OPP4583,ACC1427,Proposal,2023-10-09,0.0,56
OPP4584,ACC1007,Qualification,2024-01-12,0.0,66
OPP4585,ACC1166,Closed Won,2024-05-04,300836.08,100
OPP4586,ACC1255,Closed Won,2023-12-16,174312.34,100
OPP4587,ACC1287,Closed Won,2024-11-19,19235.97,100
OPP4588,ACC1161,Closed Won,2024-09-16,115067.13,100
OPP4589,ACC1378,Closed Won,2025-06-19,75467.87,100
OPP4590,ACC1495,Qualification,2024-09-08,0.0,26
OPP4591,ACC1076,Qualification,2024-09-08,0.0,20
OPP4592,ACC1077,Proposal,2025-01-23,0.0,24
OPP4593,ACC1238,Prospecting,2025-02-07,0.0,71
OPP4594,ACC1339,Closed Won,2024-09-21,26045.89,100
OPP4595,ACC1359,Qualification,2024-12-02,0.0,75
OPP4596,ACC1455,Negotiation,2024-12-22,0.0,70
OPP4597,ACC1366,Qualification,2024-06-04,0.0,42
OPP4598,ACC1054,Prospecting,2023-10-12,0.0,48
OPP4599,ACC1345,Closed Won,2025-02-26,378502.38,100
OPP4600,ACC1382,Closed Won,2024-09-02,460448.55,100
OPP4601,ACC1370,Qualification,2024-07-30,0.0,35
OPP4602,ACC1210,Qualification,2024-11-19,0.0,54
OPP4603,ACC1244,Prospecting,2024-08-21,0.0,28
OPP4604,ACC1477,Closed Won,2024-10-08,471213.26,100
OPP4605,ACC1079,Closed Lost,2025-06-09,0.0,54
OPP4606,ACC1171,Proposal,2025-05-17,0.0,74
OPP4607,ACC1364,Closed Won,2024-09-02,308413.43,100
OPP4608,ACC1439,Negotiation,2025-07-25,0.0,18
OPP4609,ACC1347,Prospecting,2025-04-05,0.0,84
OPP4610,ACC1288,Closed Won,2024-05-24,266775.18,100
OPP4611,ACC1307,Closed Won,2024-11-01,482310.58,100
OPP4612,ACC1133,Qualification,2025-03-22,0.0,78
OPP4613,ACC1258,Prospecting,2024-03-20,0.0,22
OPP4614,ACC1156,Closed Lost,2024-01-19,0.0,74
OPP4615,ACC1188,Closed Won,2024-08-29,239984.17,100
OPP4616,ACC1236,Closed Won,2024-04-27,96637.26,100
OPP4617,ACC1334,Closed Won,2024-09-02,58125.63,100
OPP4618,ACC1123,Closed Won,2025-01-22,490744.06,100
OPP4619,ACC1457,Proposal,2024-04-16,0.0,75
OPP4620,ACC1120,Qualification,2024-06-22,0.0,24
OPP4621,ACC1296,Closed Won,2025-06-28,160568.73,100
OPP4622,ACC1059,Negotiation,2023-07-28,0.0,76
OPP4623,ACC1181,Qualification,2023-08-22,0.0,56
OPP4624,ACC1060,Closed Won,2024-02-20,280780.4,100
OPP4625,ACC1453,Prospecting,2023-08-08,0.0,51
OPP4626,ACC1133,Negotiation,2023-11-03,0.0,59
OPP4627,ACC1238,Proposal,2025-05-08,0.0,86
OPP4628,ACC1155,Closed Won,2023-08-01,345088.05,100
OPP4629,ACC1010,Closed Won,2025-07-16,116807.35,100
OPP4630,ACC1028,Proposal,2024-01-01,0.0,64
OPP4631,ACC1185,Qualification,2024-03-14,0.0,18
OPP4632,ACC1449,Closed Won,2025-02-10,402206.02,100
OPP4633,ACC1005,Closed Lost,2025-06-16,0.0,57
OPP4634,ACC1350,Qualification,2025-03-20,0.0,72
OPP4635,ACC1489,Closed Won,2025-05-29,201203.03,100
OPP4636,ACC1225,Negotiation,2024-08-04,0.0,20
OPP4637,ACC1159,Qualification,2024-09-17,0.0,60
OPP4638,ACC1132,Proposal,2024-09-17,0.0,85
OPP4639,ACC1119,Closed Lost,2023-10-04,0.0,31
OPP4640,ACC1126,Prospecting,2024-06-28,0.0,35
OPP4641,ACC1487,Proposal,2023-11-19,0.0,86
OPP4642,ACC1294,Closed Won,2024-02-06,205123.07,100
OPP4643,ACC1175,Qualification,2025-05-08,0.0,64
OPP4644,ACC1277,Closed Won,2024-01-26,142866.57,100
OPP4645,ACC1470,Closed Won,2024-01-31,293049.72,100
OPP4646,ACC1231,Proposal,2024-03-03,0.0,61
OPP4647,ACC1016,Proposal,2024-09-17,0.0,87
OPP4648,ACC1051,Closed Lost,2024-09-15,0.0,72
OPP4649,ACC1320,Negotiation,2024-01-02,0.0,28
OPP4650,ACC1025,Closed Won,2023-09-22,58478.15,100
OPP4651,ACC1336,Proposal,2024-03-21,0.0,73
OPP4652,ACC1458,Qualification,2024-07-14,0.0,27
OPP4653,ACC1006,Prospecting,2024-07-18,0.0,16
OPP4654,ACC1062,Closed Won,2025-05-15,251576.78,100
OPP4655,ACC1117,Prospecting,2024-12-22,0.0,32
OPP4656,ACC1126,Proposal,2025-03-18,0.0,51
OPP4657,ACC1479,Qualification,2023-10-05,0.0,89
OPP4658,ACC1194,Closed Won,2024-11-08,381284.86,100
OPP4659,ACC1302,Closed Won,2023-08-24,262374.71,100
OPP4660,ACC1389,Negotiation,2025-03-09,0.0,69
OPP4661,ACC1125,Qualification,2024-05-01,0.0,73
OPP4662,ACC1056,Negotiation,2025-02-17,0.0,43
OPP4663,ACC1148,Negotiation,2025-05-31,0.0,79
OPP4664,ACC1383,Negotiation,2024-03-28,0.0,14
OPP4665,ACC1228,Closed Lost,2025-05-01,0.0,25
OPP4666,ACC1157,Proposal,2024-06-09,0.0,50
OPP4667,ACC1430,Closed Won,2025-06-07,224065.29,100
OPP4668,ACC1216,Prospecting,2023-10-24,0.0,32
OPP4669,ACC1092,Negotiation,2025-02-10,0.0,48
OPP4670,ACC1375,Closed Won,2025-01-24,86251.4,100
OPP4671,ACC1180,Proposal,2025-04-08,0.0,49
OPP4672,ACC1180,Closed Won,2025-06-05,246290.19,100
OPP4673,ACC1472,Qualification,2024-11-02,0.0,72
OPP4674,ACC1420,Closed Won,2024-11-01,344260.21,100
OPP4675,ACC1256,Negotiation,2023-09-05,0.0,70
OPP4676,ACC1226,Negotiation,2024-08-14,0.0,30
OPP4677,ACC1066,Negotiation,2024-03-17,0.0,60
OPP4678,ACC1055,Proposal,2024-09-12,0.0,85
OPP4679,ACC1119,Closed Lost,2024-03-22,0.0,88
OPP4680,ACC1000,Closed Won,2024-12-19,384403.03,100
OPP4681,ACC1148,Proposal,2023-11-16,0.0,17
OPP4682,ACC1401,Prospecting,2024-12-01,0.0,15
OPP4683,ACC1472,Qualification,2025-07-26,0.0,56
OPP4684,ACC1471,Proposal,2025-07-06,0.0,84
OPP4685,ACC1207,Prospecting,2025-01-28,0.0,90
OPP4686,ACC1318,Proposal,2024-09-20,0.0,22
OPP4687,ACC1176,Proposal,2023-10-01,0.0,55
OPP4688,ACC1087,Proposal,2024-06-07,0.0,17
OPP4689,ACC1395,Closed Won,2025-02-21,127568.9,100
OPP4690,ACC1040,Closed Won,2023-11-13,298303.18,100
OPP4691,ACC1175,Closed Lost,2024-03-29,0.0,18
OPP4692,ACC1485,Closed Won,2024-07-09,61663.29,100
OPP4693,ACC1378,Qualification,2025-01-22,0.0,78
OPP4694,ACC1392,Proposal,2024-08-31,0.0,68
OPP4695,ACC1046,Closed Won,2024-02-04,214124.15,100
OPP4696,ACC1122,Negotiation,2024-05-14,0.0,63
OPP4697,ACC1492,Proposal,2024-06-09,0.0,70
OPP4698,ACC1028,Negotiation,2024-12-19,0.0,50
OPP4699,ACC1196,Proposal,2025-02-04,0.0,59
OPP4700,ACC1316,Proposal,2024-07-13,0.0,22
OPP4701,ACC1176,Closed Won,2023-12-19,54528.06,100
OPP4702,ACC1433,Closed Won,2024-05-11,171303.89,100
OPP4703,ACC1259,Negotiation,2024-09-17,0.0,53
OPP4704,ACC1127,Qualification,2024-09-10,0.0,48
OPP4705,ACC1397,Proposal,2025-07-25,0.0,65
OPP4706,ACC1458,Qualification,2024-08-14,0.0,19
OPP4707,ACC1073,Closed Won,2024-01-21,270237.84,100
OPP4708,ACC1456,Proposal,2024-02-07,0.0,16
OPP4709,ACC1125,Proposal,2024-06-06,0.0,83
OPP4710,ACC1125,Proposal,2024-12-09,0.0,38
OPP4711,ACC1207,Closed Won,2024-09-21,479180.83,100
OPP4712,ACC1126,Closed Won,2023-10-18,291205.66,100
OPP4713,ACC1430,Negotiation,2024-05-25,0.0,44
OPP4714,ACC1351,Prospecting,2024-04-20,0.0,77
OPP4715,ACC1290,Negotiation,2023-12-14,0.0,36
OPP4716,ACC1115,Proposal,2024-04-04,0.0,19
OPP4717,ACC1401,Closed Won,2024-11-18,154414.27,100
OPP4718,ACC1388,Closed Won,2025-02-09,219290.69,100
OPP4719,ACC1368,Negotiation,2023-11-28,0.0,35
OPP4720,ACC1132,Proposal,2024-04-08,0.0,42
OPP4721,ACC1356,Closed Won,2025-03-19,229348.16,100
OPP4722,ACC1486,Closed Won,2025-03-05,94397.42,100
OPP4723,ACC1209,Prospecting,2024-10-25,0.0,76
OPP4724,ACC1490,Closed Won,2024-06-13,290537.43,100
OPP4725,ACC1104,Qualification,2025-06-02,0.0,69
OPP4726,ACC1448,Proposal,2024-01-14,0.0,78
OPP4727,ACC1365,Closed Won,2024-12-09,427123.45,100
OPP4728,ACC1359,Closed Lost,2023-11-19,0.0,82
OPP4729,ACC1114,Closed Won,2025-01-10,34641.42,100
OPP4730,ACC1169,Qualification,2023-09-28,0.0,69
OPP4731,ACC1461,Qualification,2025-01-18,0.0,29
OPP4732,ACC1429,Closed Won,2024-01-21,383937.39,100
OPP4733,ACC1279,Closed Won,2024-10-23,208078.83,100
OPP4734,ACC1239,Closed Won,2023-11-12,456013.21,100
OPP4735,ACC1439,Closed Won,2025-03-27,423753.66,100
OPP4736,ACC1206,Proposal,2024-02-23,0.0,46
OPP4737,ACC1070,Closed Won,2024-04-03,131941.08,100
OPP4738,ACC1335,Closed Won,2025-03-06,205903.64,100
OPP4739,ACC1262,Qualification,2024-03-07,0.0,34
OPP4740,ACC1404,Prospecting,2024-07-06,0.0,49
OPP4741,ACC1041,Negotiation,2024-03-26,0.0,81
OPP4742,ACC1196,Closed Lost,2025-01-18,0.0,64
OPP4743,ACC1048,Closed Won,2023-12-29,23316.85,100
OPP4744,ACC1057,Qualification,2024-08-30,0.0,27
OPP4745,ACC1088,Prospecting,2025-01-26,0.0,45
OPP4746,ACC1156,Closed Won,2024-09-01,92112.68,100
OPP4747,ACC1353,Closed Won,2024-10-25,482074.51,100
OPP4748,ACC1146,Negotiation,2025-07-22,0.0,12
OPP4749,ACC1354,Prospecting,2024-12-17,0.0,20
OPP4750,ACC1174,Proposal,2024-11-27,0.0,48
OPP4751,ACC1243,Closed Won,2024-04-28,450784.57,100
OPP4752,ACC1348,Proposal,2025-05-20,0.0,56
OPP4753,ACC1422,Closed Won,2024-08-16,443431.08,100
OPP4754,ACC1215,Proposal,2024-01-30,0.0,27
OPP4755,ACC1064,Qualification,2023-09-09,0.0,83
OPP4756,ACC1443,Closed Won,2023-12-21,466803.05,100
OPP4757,ACC1333,Negotiation,2024-12-18,0.0,84
OPP4758,ACC1314,Closed Lost,2024-02-11,0.0,77
OPP4759,ACC1222,Proposal,2024-07-01,0.0,21
OPP4760,ACC1323,Qualification,2025-06-17,0.0,25
OPP4761,ACC1420,Closed Won,2023-09-14,160138.11,100
OPP4762,ACC1495,Closed Won,2024-11-21,369932.0,100
OPP4763,ACC1320,Closed Won,2024-11-23,373259.69,100
OPP4764,ACC1487,Closed Lost,2025-05-25,0.0,37
OPP4765,ACC1030,Qualification,2024-04-16,0.0,32
OPP4766,ACC1240,Qualification,2023-10-14,0.0,45
OPP4767,ACC1024,Proposal,2024-02-26,0.0,42
OPP4768,ACC1011,Closed Won,2025-05-03,32683.07,100
OPP4769,ACC1121,Negotiation,2024-05-05,0.0,24
OPP4770,ACC1467,Proposal,2025-07-13,0.0,64
OPP4771,ACC1041,Negotiation,2024-08-02,0.0,41
OPP4772,ACC1187,Closed Lost,2024-12-27,0.0,28
OPP4773,ACC1440,Proposal,2025-05-18,0.0,57
OPP4774,ACC1043,Closed Won,2024-07-16,15431.73,100
OPP4775,ACC1120,Closed Lost,2024-10-06,0.0,87
OPP4776,ACC1208,Prospecting,2023-09-30,0.0,16
OPP4777,ACC1354,Closed Won,2023-12-20,395457.34,100
OPP4778,ACC1057,Qualification,2025-07-03,0.0,80
OPP4779,ACC1104,Proposal,2024-09-09,0.0,56
OPP4780,ACC1395,Closed Lost,2024-12-29,0.0,25
OPP4781,ACC1034,Negotiation,2023-08-26,0.0,40
OPP4782,ACC1084,Closed Won,2025-06-01,197293.15,100
OPP4783,ACC1387,Closed Lost,2024-03-06,0.0,60
OPP4784,ACC1103,Closed Lost,2024-07-20,0.0,42
OPP4785,ACC1324,Proposal,2025-01-22,0.0,40
OPP4786,ACC1451,Proposal,2023-08-10,0.0,30
OPP4787,ACC1295,Closed Lost,2024-12-09,0.0,90
OPP4788,ACC1008,Proposal,2024-04-12,0.0,62
OPP4789,ACC1451,Closed Won,2024-03-05,140648.08,100
OPP4790,ACC1046,Prospecting,2025-07-25,0.0,72
OPP4791,ACC1151,Negotiation,2025-07-12,0.0,62
OPP4792,ACC1092,Closed Lost,2024-02-14,0.0,52
OPP4793,ACC1323,Closed Won,2023-09-11,438996.81,100
OPP4794,ACC1344,Closed Won,2024-02-01,413078.43,100
OPP4795,ACC1288,Closed Won,2024-05-06,255635.58,100
OPP4796,ACC1017,Proposal,2025-07-27,0.0,87
OPP4797,ACC1072,Closed Won,2025-07-20,276125.23,100
OPP4798,ACC1090,Proposal,2025-06-17,0.0,13
OPP4799,ACC1060,Closed Won,2025-06-20,322479.53,100
OPP4800,ACC1155,Qualification,2024-01-08,0.0,66
OPP4801,ACC1275,Closed Won,2024-04-02,72365.65,100
OPP4802,ACC1452,Proposal,2024-05-10,0.0,90
OPP4803,ACC1318,Proposal,2023-11-05,0.0,83
OPP4804,ACC1341,Prospecting,2025-01-11,0.0,30
OPP4805,ACC1215,Qualification,2024-08-11,0.0,26
OPP4806,ACC1081,Closed Won,2024-12-04,344447.92,100
OPP4807,ACC1117,Closed Won,2025-04-25,163102.57,100
OPP4808,ACC1352,Negotiation,2024-12-10,0.0,27
OPP4809,ACC1132,Proposal,2024-05-28,0.0,85
OPP4810,ACC1049,Closed Won,2024-09-18,400766.69,100
OPP4811,ACC1187,Qualification,2024-06-03,0.0,63
OPP4812,ACC1352,Proposal,2024-03-12,0.0,60
OPP4813,ACC1494,Closed Won,2024-10-12,472654.79,100
OPP4814,ACC1058,Closed Won,2024-06-20,116121.13,100
OPP4815,ACC1184,Closed Lost,2023-11-01,0.0,81
OPP4816,ACC1067,Closed Won,2024-11-15,315180.54,100
OPP4817,ACC1482,Closed Lost,2024-09-24,0.0,69
OPP4818,ACC1368,Qualification,2024-12-09,0.0,31
OPP4819,ACC1056,Prospecting,2023-12-22,0.0,89
OPP4820,ACC1442,Proposal,2023-11-05,0.0,43
OPP4821,ACC1049,Qualification,2024-12-12,0.0,57
OPP4822,ACC1085,Qualification,2025-05-14,0.0,82
OPP4823,ACC1430,Qualification,2025-05-22,0.0,77
OPP4824,ACC1097,Proposal,2024-06-06,0.0,68
OPP4825,ACC1375,Closed Won,2025-05-22,249603.77,100
OPP4826,ACC1150,Qualification,2025-02-09,0.0,36
OPP4827,ACC1340,Qualification,2024-11-18,0.0,44
OPP4828,ACC1379,Proposal,2024-09-12,0.0,73
OPP4829,ACC1080,Proposal,2023-11-20,0.0,65
OPP4830,ACC1096,Closed Won,2023-09-15,302040.98,100
OPP4831,ACC1036,Closed Lost,2024-08-20,0.0,46
OPP4832,ACC1405,Closed Won,2025-01-03,98734.77,100
OPP4833,ACC1094,Qualification,2023-12-09,0.0,28
OPP4834,ACC1487,Prospecting,2025-04-01,0.0,43
OPP4835,ACC1490,Qualification,2023-11-11,0.0,67
OPP4836,ACC1369,Closed Lost,2023-08-18,0.0,57
OPP4837,ACC1025,Negotiation,2024-03-16,0.0,68
OPP4838,ACC1155,Prospecting,2025-07-08,0.0,70
OPP4839,ACC1490,Qualification,2025-06-29,0.0,51
OPP4840,ACC1181,Closed Lost,2024-03-05,0.0,60
OPP4841,ACC1172,Closed Won,2025-01-23,358101.29,100
OPP4842,ACC1345,Closed Won,2025-03-19,369371.53,100
OPP4843,ACC1483,Proposal,2024-11-04,0.0,22
OPP4844,ACC1274,Negotiation,2025-01-17,0.0,16
